Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Tenure_Months,Debt_to_Income,Interest_Rate,Gender,Employment_Type,Education_Level,Marital_Status,Loan_Type,Loan_Default
CUST00981,67,33054.52,635.0,168929.45,84,0.66,12.02,Other,Salaried,Master,Married,Home Loan,No
CUST00982,56,59641.66,608.0,124609.5,36,0.36,14.74,Male,Self-Employed,Master,Widowed,Personal Loan,No
CUST00983,67,145640.12,741.0,113334.25,24,0.15,14.46,Male,Business,Diploma,Divorced,Education Loan,No
CUST00984,42,158079.16,780.0,430023.91,84,0.65,13.19,Female,Contract,Bachelor,Widowed,Education Loan,No
CUST00985,54,116574.8,791.0,412009.14,24,0.62,9.68,Other,Salaried,Diploma,Single,Education Loan,Yes
CUST00986,67,100107.83,644.0,225881.03,48,0.74,10.28,Other,Salaried,Master,Widowed,Car Loan,No
CUST00987,28,43807.25,744.0,74878.26,36,0.69,17.62,Male,Self-Employed,Bachelor,Divorced,Car Loan,No
CUST00988,60,28223.66,698.0,197303.6,72,0.65,6.46,Male,Contract,Bachelor,Married,Education Loan,No
CUST00989,69,37059.14,637.0,313478.29,36,0.09,8.49,Other,Salaried,PhD,Married,Business Loan,No
CUST00990,64,54831.88,735.0,232657.55,12,0.12,11.4,Female,Business,PhD,Divorced,Car Loan,No
CUST00991,39,73351.27,634.0,392292.74,60,0.45,15.88,Male,Self-Employed,High School,Married,Personal Loan,No
CUST00992,62,79707.34,652.0,498835.18,60,0.42,7.13,Other,Contract,PhD,Widowed,Car Loan,No
CUST00993,61,74104.13,577.0,103654.72,12,0.37,8.6,Other,Salaried,Bachelor,Married,Business Loan,No
CUST00994,57,56726.96,645.0,235228.9,84,0.33,5.86,Female,Salaried,PhD,Married,Home Loan,No
CUST00995,26,100575.33,699.0,221182.11,60,0.35,14.18,Female,Contract,High School,Widowed,Car Loan,No
CUST00996,46,151696.35,798.0,159201.34,24,0.45,8.1,Male,Self-Employed,Master,Widowed,Education Loan,No
CUST00997,54,63311.97,653.0,107066.8,60,0.05,10.05,Male,Contract,PhD,Widowed,Education Loan,No
CUST00998,65,170666.7,602.0,42189.14,60,0.23,10.77,Male,Contract,Bachelor,Single,Education Loan,No
CUST00999,26,159480.54,792.0,444688.47,12,0.41,16.59,Other,Self-Employed,Master,Widowed,Home Loan,No
CUST01000,57,44205.8,642.0,215725.86,84,0.56,10.35,Male,Salaried,Bachelor,Widowed,Business Loan,No
